account,behavior_category
a09554,inactive
a03952,low_activity
a31195,low_activity
a24082,inactive
a24265,low_activity
a15023,inactive
a30930,inactive
a16573,inactive
a14480,inactive
a04994,inactive
a01293,medium_activity_unidirectional
a11524,low_activity
a09345,low_activity
a11244,low_activity
a23799,inactive
a00341,inactive
a19710,low_activity
a02631,low_activity
a15794,medium_activity_unidirectional
a11032,low_activity
a25622,inactive
a18676,inactive
a31414,low_activity
a05063,low_activity
a04829,low_activity
a10282,medium_activity_unidirectional
a26076,low_activity
a26549,medium_activity_unidirectional
a09818,inactive
a28919,inactive
a18110,inactive
a12308,low_activity
a00894,low_activity
a29934,low_activity
a00563,inactive
a23068,inactive
a15900,inactive
a25049,low_activity
a16093,inactive
a24256,inactive
a18935,inactive
a08674,inactive
a00318,low_activity
a19685,inactive
a00926,inactive
a14968,inactive
a20459,inactive
a20146,medium_activity_bidirectional
a05377,inactive
a22524,inactive
a05989,inactive
a13350,inactive
a02939,inactive
a16460,medium_activity_unidirectional
a29832,inactive
a02014,inactive
a02646,medium_activity_bidirectional
a14972,low_activity
a10866,low_activity
a12304,inactive
a26029,low_activity
a19502,medium_activity_bidirectional
a23770,low_activity
a01596,low_activity
a08205,medium_activity_bidirectional
a00072,inactive
a25389,inactive
a14519,inactive
a18745,inactive
a00127,low_activity
a29378,inactive
a10222,low_activity
a16530,medium_activity_bidirectional
a22379,medium_activity_unidirectional
a14847,inactive
a27721,inactive
a12942,low_activity
a13435,inactive
a22138,inactive
a31290,medium_activity_unidirectional
a21085,low_activity
a27206,inactive
a26771,inactive
a27649,inactive
a23905,inactive
a26374,low_activity
a14534,inactive
a00740,low_activity
a00802,low_activity
a07552,medium_activity_unidirectional
a28742,medium_activity_unidirectional
a18879,low_activity
a10421,low_activity
a03085,medium_activity_unidirectional
a09833,low_activity
a12736,low_activity
a00348,inactive
a10680,medium_activity_bidirectional
a13774,inactive
a20974,inactive
a03855,medium_activity_unidirectional
a07139,inactive
a22593,inactive
a15976,low_activity
a16650,medium_activity_unidirectional
a28477,inactive
a28971,medium_activity_unidirectional
a07203,low_activity
a08796,low_activity
a18426,medium_activity_bidirectional
a30486,low_activity
a30646,low_activity
a15517,inactive
a19715,medium_activity_unidirectional
a07010,inactive
a29176,inactive
a02012,inactive
a15138,low_activity
a09820,low_activity
a04189,inactive
a10188,low_activity
a03088,low_activity
a29897,low_activity
a17658,low_activity
a31235,low_activity
a00361,inactive
a10957,medium_activity_bidirectional
a19560,inactive
a06137,low_activity
a12611,inactive
a07787,inactive
a12807,low_activity
a27816,inactive
a01873,inactive
a28354,inactive
a16313,medium_activity_bidirectional
a01246,inactive
a08915,medium_activity_bidirectional
a16299,medium_activity_bidirectional
a25323,inactive
a14608,low_activity
a27622,inactive
a07086,medium_activity_unidirectional
a27733,medium_activity_unidirectional
a25067,medium_activity_bidirectional
a21540,low_activity
a05076,inactive
a05357,low_activity
a20371,low_activity
a15480,medium_activity_bidirectional
a18404,low_activity
a13760,inactive
a00547,inactive
a01175,medium_activity_unidirectional
a22395,low_activity
a17182,inactive
a06022,medium_activity_unidirectional
a23336,medium_activity_unidirectional
a14469,inactive
a08886,inactive
a15677,inactive
a29864,inactive
a05682,low_activity
a07416,inactive
a08736,low_activity
a05832,medium_activity_bidirectional
a06941,medium_activity_bidirectional
a14117,low_activity
a01045,low_activity
a24111,low_activity
a21031,inactive
a24337,medium_activity_unidirectional
a22170,inactive
a16978,inactive
a15519,low_activity
a29536,inactive
a31174,low_activity
a19486,inactive
a20655,low_activity
a17593,inactive
a18566,inactive
a01320,inactive
a14378,low_activity
a28128,low_activity
a15762,inactive
a05559,low_activity
a23814,inactive
a23144,low_activity
a15546,inactive
a05470,medium_activity_bidirectional
a29368,inactive
a09270,low_activity
a00736,inactive
a15370,low_activity
a30283,inactive
a10975,inactive
a15223,medium_activity_bidirectional
a18453,inactive
a15490,medium_activity_unidirectional
a14234,low_activity
a07011,inactive
a16273,medium_activity_unidirectional
a30991,medium_activity_unidirectional
a04272,medium_activity_unidirectional
a16279,inactive
a05760,inactive
a04443,inactive
a23186,inactive
a19427,low_activity
a14957,inactive
a18492,medium_activity_unidirectional
a08218,low_activity
a30989,medium_activity_unidirectional
a20789,medium_activity_unidirectional
a16886,inactive
a16770,low_activity
a07786,medium_activity_bidirectional
a06305,low_activity
a12064,medium_activity_unidirectional
a25619,inactive
a30764,inactive
a11143,medium_activity_unidirectional
a01504,low_activity
a11079,low_activity
a00645,low_activity
a30814,low_activity
a27864,inactive
a27922,inactive
a01292,inactive
a16477,inactive
a14671,inactive
a29332,inactive
a10708,inactive
a04975,inactive
a06237,inactive
a26107,medium_activity_bidirectional
a02475,inactive
a11276,medium_activity_bidirectional
a24959,low_activity
a02575,low_activity
a00404,low_activity
a14869,inactive
a10831,inactive
a27991,inactive
a10093,low_activity
a16736,inactive
a19365,inactive
a10629,inactive
a09948,inactive
a02776,low_activity
a29263,medium_activity_unidirectional
a13512,inactive
a23400,low_activity
a22057,inactive
a02495,low_activity
a14008,medium_activity_bidirectional
a06537,medium_activity_bidirectional
a14428,inactive
a27650,low_activity
a25694,inactive
a31066,low_activity
a02835,inactive
a00754,medium_activity_bidirectional
a01117,low_activity
a16021,low_activity
a27225,inactive
a31164,inactive
a02791,inactive
a04810,inactive
a23495,inactive
a24143,inactive
a14766,low_activity
a05094,inactive
a10964,inactive
a14364,inactive
a14769,medium_activity_bidirectional
a25870,inactive
a12129,inactive
a26403,inactive
a05368,inactive
a08876,inactive
a13700,low_activity
a20377,inactive
a21341,inactive
a11809,inactive
a27202,medium_activity_bidirectional
a19713,inactive
a10368,inactive
a21826,low_activity
a14934,medium_activity_unidirectional
a24653,medium_activity_unidirectional
a21871,low_activity
a29043,inactive
a17409,low_activity
a29939,low_activity
a26296,inactive
a23150,low_activity
a11364,low_activity
a30221,inactive
a08557,inactive
a27259,inactive
a09817,inactive
a07396,inactive
a06097,low_activity
a24208,low_activity
a20382,inactive
a30257,inactive
a29381,inactive
a25097,inactive
a25774,inactive
a30425,low_activity
a23645,inactive
a14722,inactive
a19076,low_activity
a20909,low_activity
a19310,inactive
a03213,inactive
a06113,medium_activity_bidirectional
a02684,inactive
a14794,inactive
a17118,medium_activity_bidirectional
a00459,inactive
a28151,inactive
a03925,medium_activity_unidirectional
a27611,low_activity
a18586,low_activity
a08232,inactive
a02515,inactive
a06278,low_activity
a08062,inactive
a03063,medium_activity_unidirectional
a29398,inactive
a14488,inactive
a08385,inactive
a06551,inactive
a16571,inactive
a12357,medium_activity_bidirectional
a21043,low_activity
a05067,inactive
a13674,inactive
a22702,medium_activity_bidirectional
a26865,inactive
a28735,inactive
a06756,inactive
a24815,low_activity
a04423,low_activity
a17753,low_activity
a18234,low_activity
a06634,low_activity
a18228,inactive
a25772,medium_activity_bidirectional
a25805,medium_activity_unidirectional
a13965,inactive
a27175,medium_activity_unidirectional
a06669,inactive
a29161,low_activity
a17987,low_activity
a02503,inactive
a13571,low_activity
a26128,inactive
a12369,low_activity
a26803,inactive
a21599,inactive
a02599,inactive
a23018,inactive
a24268,inactive
a14344,medium_activity_bidirectional
a12075,low_activity
a02317,medium_activity_bidirectional
a17826,inactive
a02118,low_activity
a01528,inactive
a06006,low_activity
a26308,inactive
a22075,medium_activity_unidirectional
a24403,medium_activity_bidirectional
a01826,inactive
a21183,inactive
a20591,inactive
a06232,inactive
a08792,medium_activity_bidirectional
a06933,low_activity
a09680,low_activity
a22058,medium_activity_unidirectional
a11992,inactive
a17461,low_activity
a11342,low_activity
a06966,low_activity
a22959,low_activity
a20222,medium_activity_bidirectional
a13591,medium_activity_bidirectional
a22667,inactive
a19849,medium_activity_unidirectional
a12822,inactive
a05843,inactive
a08669,inactive
a14659,medium_activity_bidirectional
a29188,medium_activity_unidirectional
a10784,low_activity
a27138,medium_activity_unidirectional
a21232,low_activity
a15134,inactive
a15055,inactive
a07592,inactive
a04295,inactive
a22345,inactive
a08721,low_activity
a04397,low_activity
a13069,low_activity
a15965,inactive
a21718,inactive
a31093,medium_activity_bidirectional
a15736,medium_activity_unidirectional
a09705,low_activity
a27209,medium_activity_bidirectional
a00961,medium_activity_bidirectional
a18393,inactive
a05527,inactive
a11089,inactive
a26472,low_activity
a12444,inactive
a22501,inactive
a21699,low_activity
a26216,inactive
a21099,low_activity
a07681,inactive
a07931,inactive
a27185,inactive
a25517,inactive
a21796,inactive
a17129,inactive
a30916,low_activity
a27355,inactive
a22114,inactive
a21375,inactive
a31429,low_activity
a27464,inactive
a10543,inactive
a05085,inactive
a15116,medium_activity_unidirectional
a22687,inactive
a09781,inactive
a13971,inactive
a13930,low_activity
a13839,inactive
a16029,low_activity
a07182,inactive
a29279,inactive
a02320,inactive
a10163,inactive
a07045,inactive
a30104,inactive
a24577,low_activity
a23373,inactive
a10460,inactive
a30742,inactive
a15166,low_activity
a08453,low_activity
a22179,low_activity
a16824,medium_activity_unidirectional
a07247,medium_activity_bidirectional
a25628,inactive
a13659,inactive
a14240,inactive
a06695,low_activity
a17564,low_activity
a19298,low_activity
a18481,inactive
a08260,inactive
a07412,inactive
a15597,inactive
a14626,low_activity
a26269,medium_activity_unidirectional
a14014,inactive
a28762,inactive
a08882,low_activity
a18688,inactive
a23834,inactive
a28758,inactive
a19780,medium_activity_unidirectional
a03701,inactive
a11934,inactive
a10906,inactive
a24154,inactive
a09908,low_activity
a00644,inactive
a30456,inactive
a27147,medium_activity_bidirectional
a19736,low_activity
a06935,inactive
a06489,low_activity
a00319,low_activity
a06823,medium_activity_unidirectional
a07526,medium_activity_bidirectional
a04301,inactive
a28032,low_activity
a20166,inactive
a04361,inactive
a19587,inactive
a29294,low_activity
a14074,inactive
a08954,inactive
a18088,low_activity
a07630,inactive
a04162,low_activity
a06335,low_activity
a03563,medium_activity_unidirectional
a23820,medium_activity_unidirectional
a04717,medium_activity_unidirectional
a20778,low_activity
a19541,inactive
a05496,low_activity
a07986,inactive
a01337,inactive
a09704,inactive
a30903,low_activity
a07535,low_activity
a11551,medium_activity_bidirectional
a06318,low_activity
a21182,inactive
a04132,inactive
a23932,low_activity
a10141,inactive
a26475,medium_activity_unidirectional
a09549,inactive
a14073,inactive
a09213,medium_activity_unidirectional
a22292,low_activity
a19785,low_activity
a04675,low_activity
a23573,inactive
a16655,inactive
a06250,medium_activity_bidirectional
a04908,inactive
a23975,medium_activity_bidirectional
a11223,medium_activity_bidirectional
a21047,inactive
a15609,inactive
a24502,inactive
a09274,low_activity
a21629,low_activity
a09088,inactive
a10697,inactive
a05767,medium_activity_unidirectional
a07724,inactive
a11539,medium_activity_unidirectional
a26778,inactive
a24928,low_activity
a17112,low_activity
a11521,inactive
a07760,inactive
a13463,inactive
a02368,low_activity
a04347,medium_activity_unidirectional
a25589,inactive
a18429,inactive
a11238,inactive
a04082,inactive
a06520,inactive
a28245,low_activity
a05987,medium_activity_unidirectional
a12339,inactive
a06653,inactive
a00746,inactive
a12195,low_activity
a16817,low_activity
a25582,inactive
a09868,medium_activity_unidirectional
a31034,inactive
a18167,low_activity
a23121,inactive
a12285,inactive
a17992,medium_activity_unidirectional
a23467,inactive
a09355,medium_activity_unidirectional
a00616,medium_activity_unidirectional
a28487,inactive
a23279,inactive
a05644,inactive
a17449,inactive
a03577,low_activity
a14505,inactive
a22557,inactive
a00492,inactive
a04836,inactive
a20309,low_activity
a18642,medium_activity_bidirectional
a20018,low_activity
a23291,medium_activity_bidirectional
a30838,inactive
a05970,inactive
a26451,inactive
a01580,low_activity
a16742,inactive
a20712,inactive
a09656,inactive
a15160,inactive
a15225,low_activity
a15660,low_activity
a28877,low_activity
a24454,inactive
a14746,low_activity
a06499,inactive
a08717,inactive
a10994,medium_activity_unidirectional
a22762,medium_activity_bidirectional
a26894,low_activity
a21962,inactive
a05745,low_activity
a03069,inactive
a13409,inactive
a24804,inactive
a24395,inactive
a16463,low_activity
a20803,inactive
a06658,medium_activity_unidirectional
a10201,inactive
a21802,inactive
a22244,medium_activity_bidirectional
a14494,inactive
a01509,inactive
a04123,inactive
a04958,inactive
a12299,inactive
a19798,medium_activity_unidirectional
a02348,low_activity
a24349,inactive
a03595,inactive
a03253,low_activity
a12892,low_activity
a16414,low_activity
a18706,low_activity
a10522,inactive
a26247,medium_activity_bidirectional
a26746,inactive
a17781,medium_activity_unidirectional
a05689,low_activity
a09407,inactive
a00118,low_activity
a30725,inactive
a29496,medium_activity_unidirectional
a25166,medium_activity_bidirectional
a22103,medium_activity_bidirectional
a17825,medium_activity_unidirectional
a14463,inactive
a25301,inactive
a12418,inactive
a17574,inactive
a22645,inactive
a16216,medium_activity_unidirectional
a08923,medium_activity_bidirectional
a05171,medium_activity_unidirectional
a14343,low_activity
a27160,inactive
a11058,medium_activity_unidirectional
a16055,medium_activity_bidirectional
a26611,inactive
a24567,low_activity
a11759,low_activity
a09449,inactive
a05871,inactive
a17700,inactive
a18266,low_activity
a19375,medium_activity_unidirectional
a01562,low_activity
a16597,inactive
a03942,low_activity
a23654,medium_activity_bidirectional
a25518,medium_activity_unidirectional
a09912,inactive
a11533,medium_activity_unidirectional
a30741,low_activity
a07839,low_activity
a30779,inactive
a12489,inactive
a23991,low_activity
a18615,low_activity
a04924,low_activity
a30055,low_activity
a31350,medium_activity_bidirectional
a16628,low_activity
a09041,medium_activity_unidirectional
a11272,inactive
a05122,inactive
a22047,low_activity
a09072,inactive
a23475,low_activity
a31103,inactive
a24526,low_activity
a19358,inactive
a09400,medium_activity_bidirectional
a16171,medium_activity_bidirectional
a21628,inactive
a01547,low_activity
a29152,low_activity
a30592,low_activity
a16566,inactive
a08176,inactive
a01666,inactive
a27841,inactive
a27848,inactive
a17214,medium_activity_unidirectional
a28147,inactive
a02992,low_activity
a07098,inactive
a11016,inactive
a31268,inactive
a05554,low_activity
a07846,low_activity
a29678,inactive
a25432,medium_activity_bidirectional
a29376,medium_activity_bidirectional
a02911,low_activity
a22519,low_activity
a13955,inactive
a13476,medium_activity_unidirectional
a16690,medium_activity_unidirectional
a24443,inactive
a29854,medium_activity_unidirectional
a07237,inactive
a06751,low_activity
a05395,inactive
a07779,medium_activity_bidirectional
a09850,low_activity
a11274,low_activity
a07449,inactive
a03593,low_activity
a23302,medium_activity_unidirectional
a07027,low_activity
a14755,medium_activity_unidirectional
a30522,inactive
a04984,low_activity
a01510,inactive
a16668,inactive
a28376,medium_activity_unidirectional
a07952,inactive
a17444,low_activity
a00457,low_activity
a07769,low_activity
a16234,inactive
a07264,inactive
a04078,inactive
a11065,inactive
a08139,inactive
a28681,inactive
a23419,inactive
a24923,medium_activity_unidirectional
a01890,inactive
a01139,low_activity
a30150,inactive
a23392,inactive
a16478,inactive
a04540,inactive
a08632,low_activity
a10816,low_activity
a04279,inactive
a07712,medium_activity_bidirectional
a02103,inactive
a22780,medium_activity_unidirectional
a02468,low_activity
a00046,inactive
a18202,inactive
a14437,medium_activity_bidirectional
a28960,low_activity
a07753,inactive
a14097,inactive
a31379,inactive
a02580,low_activity
a04914,low_activity
a08756,inactive
a07174,low_activity
a26310,medium_activity_unidirectional
a30893,medium_activity_unidirectional
a04790,medium_activity_bidirectional
a21116,low_activity
a25815,low_activity
a25038,inactive
a13635,low_activity
a24924,medium_activity_unidirectional
a04812,low_activity
a05550,medium_activity_unidirectional
a08868,inactive
a16963,inactive
a24257,low_activity
a06681,inactive
a10166,low_activity
a09189,low_activity
a28916,low_activity
a00281,medium_activity_bidirectional
a26561,inactive
a00742,inactive
a26078,medium_activity_unidirectional
a12951,inactive
a22100,medium_activity_unidirectional
a08699,medium_activity_unidirectional
a10070,low_activity
a02513,inactive
a22846,medium_activity_unidirectional
a19930,medium_activity_bidirectional
a24059,inactive
a29215,medium_activity_bidirectional
a29011,low_activity
a26808,medium_activity_unidirectional
a29270,inactive
a01814,inactive
a08257,inactive
a15002,inactive
a23601,inactive
a27899,inactive
a05380,inactive
a02415,low_activity
a10181,inactive
a22009,inactive
a22647,inactive
a22014,inactive
a13360,inactive
a16828,low_activity
a02121,low_activity
a19520,low_activity
a28379,inactive
a17866,low_activity
a06337,inactive
a04353,low_activity
a15324,inactive
a10943,medium_activity_unidirectional
a00287,low_activity
a16071,inactive
a09932,inactive
a24895,low_activity
a16376,low_activity
a20719,inactive
a22107,inactive
a29930,low_activity
a19390,low_activity
a29498,inactive
a17983,inactive
a16866,low_activity
a12301,inactive
a07091,medium_activity_unidirectional
a08054,low_activity
a17608,low_activity
a04661,medium_activity_unidirectional
a13473,low_activity
a10291,inactive
a02820,inactive
a09496,medium_activity_bidirectional
a09897,medium_activity_unidirectional
a16685,inactive
a18892,medium_activity_unidirectional
a00906,low_activity
a06929,low_activity
a31465,low_activity
a30164,low_activity
a09612,low_activity
a14161,medium_activity_unidirectional
a18057,low_activity
a25533,inactive
a12978,medium_activity_unidirectional
a22104,low_activity
a03280,inactive
a16204,low_activity
a00197,low_activity
a14992,inactive
a04848,low_activity
a26132,inactive
a31497,low_activity
a29506,inactive
a24814,inactive
a25454,inactive
a14304,medium_activity_unidirectional
a26587,inactive
a23791,inactive
a04190,low_activity
a05241,low_activity
a04495,low_activity
a26618,medium_activity_unidirectional
a18798,low_activity
a30242,medium_activity_bidirectional
a27663,inactive
a28510,inactive
a19031,low_activity
a05481,inactive
a26582,inactive
a29959,low_activity
a30919,inactive
a01870,low_activity
a05831,inactive
a16370,low_activity
a27930,inactive
a16249,inactive
a05980,inactive
a12499,inactive
a30421,inactive
a22782,medium_activity_unidirectional
a27048,medium_activity_unidirectional
a08825,inactive
a31181,inactive
a13188,medium_activity_bidirectional
a30169,low_activity
a11791,inactive
a18907,inactive
a30012,low_activity
a23890,medium_activity_bidirectional
a06433,inactive
a03494,low_activity
a10343,low_activity
a11056,medium_activity_bidirectional
a14825,medium_activity_bidirectional
a28241,inactive
a08304,low_activity
a17192,inactive
a02941,inactive
a17470,low_activity
a28492,medium_activity_bidirectional
a16355,low_activity
a08777,inactive
a00847,inactive
a04055,low_activity
a18015,medium_activity_unidirectional
a01698,low_activity
a16537,inactive
a27551,inactive
a24359,inactive
a11096,low_activity
a11059,inactive
a15445,low_activity
a01041,inactive
a06191,low_activity
a30252,inactive
a22442,medium_activity_bidirectional
a15489,inactive
a19311,inactive
a09832,medium_activity_unidirectional
a23818,inactive
a15603,inactive
a08949,inactive
a07432,low_activity
a15375,medium_activity_bidirectional
a12231,low_activity
a18601,inactive
a23239,inactive
a18652,medium_activity_bidirectional
a05700,inactive
a23682,low_activity
a01429,medium_activity_unidirectional
a07834,inactive
a04225,inactive
a03157,inactive
a28898,medium_activity_unidirectional
a17960,inactive
a23688,low_activity
a15635,low_activity
a29540,inactive
a15458,inactive
a26879,medium_activity_unidirectional
a29712,medium_activity_unidirectional
a04452,inactive
a17038,inactive
a00423,low_activity
a24242,inactive
a06637,inactive
a13820,medium_activity_unidirectional
a15344,inactive
a15343,inactive
a26238,low_activity
a11550,medium_activity_unidirectional
a15086,low_activity
a01417,low_activity
a31259,inactive
a25229,medium_activity_bidirectional
a12474,low_activity
a23349,inactive
a09348,inactive
a08104,inactive
a24213,inactive
a01273,medium_activity_bidirectional
a21981,medium_activity_unidirectional
a13490,inactive
a20824,inactive
a19926,inactive
a17125,inactive
a25551,inactive
a11575,medium_activity_unidirectional
a15893,inactive
a09573,medium_activity_bidirectional
a16664,medium_activity_unidirectional
a14709,medium_activity_unidirectional
a26749,inactive
a17332,inactive
a24439,inactive
a08940,inactive
a29989,low_activity
a10702,medium_activity_bidirectional
a29204,medium_activity_unidirectional
a27900,inactive
a03375,low_activity
a28052,inactive
a21822,inactive
a24909,low_activity
a19871,low_activity
a15215,inactive
a28468,inactive
a19218,inactive
a06183,low_activity
a23191,inactive
a17778,inactive
a11084,inactive
a03980,inactive
a30043,medium_activity_bidirectional
a22930,medium_activity_unidirectional
a23131,medium_activity_bidirectional
a02824,medium_activity_unidirectional
a19915,low_activity
a28348,inactive
a18796,inactive
a00560,inactive
a05230,inactive
a25499,low_activity
a03520,inactive
a08526,low_activity
a16595,medium_activity_bidirectional
a04006,inactive
a07702,low_activity
a30729,inactive
a25652,low_activity
a14037,medium_activity_unidirectional
a13857,low_activity
a01133,low_activity
a07926,inactive
a16906,inactive
a03317,inactive
a19029,medium_activity_bidirectional
a15417,inactive
a29978,low_activity
a09578,low_activity
a00669,low_activity
a26750,low_activity
a05988,medium_activity_bidirectional
a22690,medium_activity_unidirectional
a04542,low_activity
a07876,low_activity
a10187,low_activity
a14571,medium_activity_bidirectional
a25383,medium_activity_bidirectional
a17777,low_activity
a17873,low_activity
a17898,medium_activity_bidirectional
a13166,low_activity
a13085,low_activity
a17603,inactive
a27875,low_activity
a11847,medium_activity_unidirectional
a16943,inactive
a13548,inactive
a25092,inactive
a25459,inactive
a05255,inactive
a09351,low_activity
a28240,low_activity
a29187,low_activity
a21995,inactive
a21178,inactive
a23065,medium_activity_unidirectional
a22764,low_activity
a28676,inactive
a24507,low_activity
a07259,inactive
a21199,low_activity
a26763,inactive
a14532,medium_activity_unidirectional
a14172,low_activity
a19385,medium_activity_bidirectional
a08852,medium_activity_unidirectional
a19132,inactive
a17221,medium_activity_unidirectional
a21409,inactive
a19379,inactive
a18741,inactive
a08719,medium_activity_bidirectional
a07661,low_activity
a27580,inactive
a18538,inactive
a13163,inactive
a29198,inactive
a24095,inactive
a02657,inactive
a30046,inactive
a28139,inactive
a24670,inactive
a09830,inactive
a05319,inactive
a01745,medium_activity_unidirectional
a30062,inactive
a08067,inactive
a14200,low_activity
a07305,inactive
a24614,inactive
a15262,inactive
a05254,inactive
a06504,medium_activity_bidirectional
a13460,inactive
a13472,inactive
a29876,inactive
a07030,low_activity
a11006,low_activity
a15875,inactive
a27069,low_activity
a05023,inactive
a22572,medium_activity_bidirectional
a17863,inactive
a16242,low_activity
a16997,inactive
a20388,medium_activity_unidirectional
a13680,low_activity
a29804,low_activity
a02950,low_activity
a25014,inactive
a15741,inactive
a14244,inactive
a04457,inactive
a07948,inactive
a08152,inactive
a13599,low_activity
a12924,low_activity
a16847,low_activity
a23722,medium_activity_bidirectional
a04294,low_activity
a04949,inactive
a00322,inactive
a06228,low_activity
a17328,inactive
a18860,low_activity
a11683,low_activity
a23440,inactive
a03662,inactive
a03823,low_activity
a22576,low_activity
a04651,medium_activity_bidirectional
a23879,low_activity
a27979,medium_activity_bidirectional
a11219,inactive
a24472,inactive
a18145,low_activity
a05492,low_activity
a06799,inactive
a15774,medium_activity_bidirectional
a24451,inactive
a05799,inactive
a14241,inactive
a13290,inactive
a05250,inactive
a07398,low_activity
a19924,low_activity
a28713,inactive
a26583,low_activity
a30760,inactive
a23478,inactive
a31313,inactive
a27565,inactive
a23948,low_activity
a22337,inactive
a30361,inactive
a03144,low_activity
a11340,low_activity
a08697,low_activity
a24730,medium_activity_bidirectional
a11500,inactive
a08012,inactive
a10596,inactive
a29553,medium_activity_bidirectional
a29275,inactive
a28897,medium_activity_unidirectional
a10408,medium_activity_bidirectional
a30681,medium_activity_unidirectional
a20942,medium_activity_bidirectional
a24572,inactive
a26378,inactive
a17755,inactive
a26976,inactive
a04414,inactive
a21490,inactive
a26365,inactive
a04703,inactive
a09173,low_activity
a03869,inactive
a26827,inactive
a29412,inactive
a23404,inactive
a20592,inactive
a27802,medium_activity_unidirectional
a13873,inactive
a10441,inactive
a18222,medium_activity_bidirectional
a13914,low_activity
a13928,medium_activity_bidirectional
a18824,low_activity
a09109,low_activity
a14457,medium_activity_unidirectional
a13992,inactive
a14593,inactive
a10138,low_activity
a04762,inactive
a08334,inactive
a24364,inactive
a21255,inactive
a11358,medium_activity_unidirectional
a16806,inactive
a08070,inactive
a21397,inactive
a06320,low_activity
a28891,medium_activity_bidirectional
a26644,inactive
a21242,medium_activity_unidirectional
a07238,medium_activity_bidirectional
a25732,inactive
a29072,low_activity
a21120,inactive
a21823,low_activity
a18250,medium_activity_bidirectional
a17351,inactive
a16731,inactive
a27661,inactive
a04007,inactive
a07617,inactive
a29015,low_activity
a06833,medium_activity_bidirectional
a06547,inactive
a08301,inactive
a18912,low_activity
a26442,inactive
a15217,medium_activity_bidirectional
a16554,low_activity
a21284,medium_activity_bidirectional
a24486,medium_activity_bidirectional
a07344,low_activity
a28181,low_activity
a06515,medium_activity_unidirectional
a13814,inactive
a08226,medium_activity_bidirectional
a18287,low_activity
a16611,inactive
a00890,medium_activity_unidirectional
a24927,inactive
a07783,inactive
a12763,inactive
a16359,inactive
a07089,medium_activity_bidirectional
a10247,low_activity
a01605,low_activity
a13492,medium_activity_unidirectional
a01058,inactive
a04789,low_activity
a13131,inactive
a23027,inactive
a14404,medium_activity_unidirectional
a25912,low_activity
a22962,low_activity
a03491,inactive
a29317,low_activity
a13976,low_activity
a13354,medium_activity_unidirectional
a23356,medium_activity_bidirectional
a13346,inactive
a27641,low_activity
a18198,low_activity
a23183,inactive
a04400,medium_activity_unidirectional
a28952,inactive
a12003,inactive
a23326,low_activity
a02744,inactive
a11981,low_activity
a18211,low_activity
a19927,inactive
a29718,medium_activity_bidirectional
a08113,medium_activity_unidirectional
a28235,low_activity
a24602,inactive
a12819,inactive
a02272,low_activity
a17713,inactive
a04349,inactive
a10048,inactive
a03892,inactive
a05471,low_activity
a24134,medium_activity_bidirectional
a09357,inactive
a23623,low_activity
a04180,inactive
a27084,medium_activity_unidirectional
a20661,low_activity
a28744,inactive
a04669,medium_activity_bidirectional
a11943,low_activity
a18365,medium_activity_unidirectional
a19853,inactive
a28647,low_activity
a31277,inactive
a19985,low_activity
a18613,inactive
a12518,inactive
a11363,inactive
a01163,inactive
a29036,inactive
a06379,low_activity
a28416,inactive
a28244,low_activity
a22001,inactive
a24100,medium_activity_bidirectional
a13278,low_activity
a02772,low_activity
a27940,inactive
a23934,medium_activity_bidirectional
a23457,inactive
a12646,inactive
a23909,low_activity
a05044,inactive
a30264,inactive
a20144,medium_activity_unidirectional
a05655,low_activity
a15708,inactive
a28164,inactive
a16863,inactive
a05369,low_activity
a09108,low_activity
a22469,low_activity
a24781,low_activity
a21079,inactive
a08426,low_activity
a08418,inactive
a20284,low_activity
a01228,low_activity
a03056,low_activity
a19381,low_activity
a07928,inactive
a03969,inactive
a26416,inactive
a13034,inactive
a14061,low_activity
a27545,medium_activity_unidirectional
a14890,medium_activity_bidirectional
a00613,inactive
a03324,low_activity
a04991,low_activity
a10999,inactive
a19150,medium_activity_unidirectional
a25946,inactive
a04727,low_activity
a25380,medium_activity_unidirectional
a24528,low_activity
a01933,inactive
a22169,inactive
a31118,inactive
a15228,medium_activity_unidirectional
a23166,medium_activity_unidirectional
a17522,inactive
a21521,inactive
a23520,low_activity
a27329,low_activity
a27801,low_activity
a04081,low_activity
a29625,inactive
a19861,inactive
a10312,inactive
a22542,low_activity
a23537,medium_activity_bidirectional
a25124,inactive
a22119,inactive
a23130,inactive
a13050,low_activity
a22932,inactive
a25736,inactive
a20494,low_activity
a24900,inactive
a08294,low_activity
a28996,inactive
a28962,inactive
a12830,inactive
a18733,low_activity
a17028,inactive
a20926,inactive
a27865,medium_activity_unidirectional
a20519,medium_activity_bidirectional
a18117,inactive
a07601,inactive
a02598,medium_activity_unidirectional
a26426,medium_activity_unidirectional
a30633,medium_activity_unidirectional
a23066,low_activity
a12729,inactive
a29742,inactive
a03672,medium_activity_unidirectional
a23840,inactive
a04483,low_activity
a18662,medium_activity_unidirectional
a23347,inactive
a08277,inactive
a09745,inactive
a05232,inactive
a24106,low_activity
a20905,inactive
a09785,inactive
a12140,medium_activity_unidirectional
a11437,low_activity
a01699,inactive
a26613,low_activity
a14629,low_activity
a24118,low_activity
a06783,inactive
a13538,medium_activity_bidirectional
a13586,inactive
a21165,low_activity
a30920,low_activity
a26960,medium_activity_bidirectional
a02540,medium_activity_bidirectional
